Dataset,Line,Example,Template,ClusterId
Windows,3901068,"Appl: detectParent: package: Package_for_KB3192391_RTM~31bf3856ad364e35~amd64~~6.1.1.3, related parent found: Microsoft-Windows-InternetExplorer-Package~31bf3856ad364e35~amd64~~8.0.7601.17514, which is not real parent",Appl: detectParent: package: <*> related parent found: <*> which is not real parent,25
Windows,4791343,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Expecting attribute name [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM],26
Windows,4840043,"Exec: Resolving Package: Package_113_for_KB4015549~31bf3856ad364e35~amd64~~6.1.1.3, Update: 4015549-346_neutral_LDR",Exec: Resolving Package: <*> Update: <*>,27
Windows,5684813,"Appl: Evaluating applicability block(detectUpdate part), disposition is: Staged, applicability: NotApplicable, result applicability state: Staged","Appl: Evaluating applicability block(detectUpdate part), disposition is: Staged, applicability: NotApplicable, result applicability state: Staged",28
Windows,5786878,"Exec: Skipping Package: Package_533_for_KB4012218~31bf3856ad364e35~amd64~~6.1.1.3, Update: 4012218-2210_neutral_LDR because it is already in the correct state.",Exec: Skipping Package: <*> Update: <*> because it is already in the correct state.,29
Windows,6136213,"External EvaluateApplicability, package: Package_2_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, package applicable State: Installed, highest update applicable state: Installed, resulting applicable state:Installed","External EvaluateApplicability, package: <*> package applicable State: Installed, highest update applicable state: Installed, resulting applicable state:Installed",30
Windows,6740197,"Startup: Package: Package_103_for_KB4015549~31bf3856ad364e35~amd64~~6.1.1.3 completed startup processing, new state: Superseded, original: Absent, targeted: Superseded.  hr = 0x0","Startup: Package: <*> completed startup processing, new state: Superseded, original: Absent, targeted: Superseded. hr = <*>",31
Windows,7267644,"Appl: detect Parent, Package: Microsoft-Windows-IE-Spelling-Parent-Package-French~31bf3856ad364e35~~~11.2.9412.0, Parent: Microsoft-Windows-InternetExplorer-Package~31bf3856ad364e35~amd64~~11.2.9412.0, Disposition = Detect, VersionComp: EQ, ServiceComp: GE, BuildComp: GE, DistributionComp: GE, RevisionComp: GE, Exist: present","Appl: detect Parent, Package: <*> Parent: <*> Disposition = Detect, VersionComp: EQ, ServiceComp: GE, BuildComp: GE, DistributionComp: GE, RevisionComp: GE, Exist: present",32
Windows,7437386,"Appl: detectParent: package: Package_11_for_KB2729094~31bf3856ad364e35~amd64~~6.1.2.0, parent found: Microsoft-Windows-Client-Features-Package~31bf3856ad364e35~amd64~~6.1.7600.16385, state: Superseded",Appl: detectParent: package: <*> parent found: <*> state: Superseded,33
Windows,7824896,"Plan: Package: Package_6_for_KB3013126~31bf3856ad364e35~amd64~~6.1.1.1, current: Staged, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed","Plan: Package: <*> current: Staged, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed",34
Windows,7957216,0000093f Performing 24 operations; 24 are not lock/unlock and follow:,<*> Performing <*> operations; <*> are not lock/unlock and follow:,35
Windows,8083974,"External EvaluateApplicability, package: Package_29_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, package applicable State: Installed, highest update applicable state: Superseded, resulting applicable state:Superseded","External EvaluateApplicability, package: <*> package applicable State: Installed, highest update applicable state: Superseded, resulting applicable state:Superseded",36
Windows,8373492,"Plan: Package: Package_for_KB2970228_SP1~31bf3856ad364e35~amd64~~6.1.1.2, Update: 2970228-84_neutral_PACKAGE, current: Absent, pending: Default, start: Absent, applicable: Installed, targeted: Installed, limit: Installed, selected: Default","Plan: Package: <*> Update: <*> current: Absent, pending: Default, start: Absent, applicable: Installed, targeted: Installed, limit: Installed, selected: Default",37
Windows,9208698,"Appl: DetectUpdate, Package: Package_119_for_KB3004375~31bf3856ad364e35~amd64~~6.1.3.1, Local Parent: Trigger_1, Intended State: Staged","Appl: DetectUpdate, Package: <*> Local Parent: <*> Intended State: Staged",38
Windows,9629584,"Exec: Package: Package_54_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0 is already in the correct state, current: Installed, targeted: Installed","Exec: Package: <*> is already in the correct state, current: Installed, targeted: Installed",39
Windows,10746667,Failed to get session package state for package: Package_38_for_KB2868116~31bf3856ad364e35~amd64~~6.1.1.1 [HRESULT = 0x80070490 - ERROR_NOT_FOUND],Failed to get session package state for package: <*> [HRESULT = <*> - ERROR_NOT_FOUND],40
Windows,10798726,"Plan: Package: Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0, current: Absent, pending: Default, start: Absent, applicable: Installed, targeted: Installed, limit: Installed","Plan: Package: <*> current: Absent, pending: Default, start: Absent, applicable: Installed, targeted: Installed, limit: Installed",41
Windows,11010955,00000110@2015/4/8:07:41:05.460 CSI Transaction @0x11a1130 destroyed,<*> CSI Transaction <*> destroyed,42
Windows,12225702,"Appl: Package: Package_83_for_KB2808679~31bf3856ad364e35~amd64~~6.1.1.2, Update: 2808679-247_neutral_LDR, Applicable: NeedsParent, Disposition: Staged","Appl: Package: <*> Update: <*> Applicable: NeedsParent, Disposition: Staged",43
Windows,12762205,Exec: Installing Package: Package_2_for_KB3038314~31bf3856ad364e35~amd64~~11.2.1.0,Exec: Installing Package: <*>,44
Windows,12802372,"WatchList: Add package Package_190_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1.Trigger_1 to re-evaluation(Always) due to the change on Component Family: x86_microsoft-windows-os-kernel_31bf3856ad364e35_0.0.0.0_none_900a574dfc4d4e9e, Version: 6.1.7601.18798, change: (Owner: Package_59_for_KB3045999~31bf3856ad364e35~amd64~~6.1.1.1.3045999-148_neutral_GDR, Flag: 2, Action: 3)",WatchList: Add package <*> to re-evaluation(Always) due to the change on Component Family: <*> Version: <*> change: (Owner: <*> Flag: <*> Action: <*>,45
Windows,13077775,"PROCESSOR_ARCHITECTURE_AMD64 (9), Culture neutral, VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral","<*> Culture neutral, VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral",46
Windows,13494908,0000002a End executing advanced installer (sequence 73),<*> End executing advanced installer (sequence <*>,47
Windows,14015162,"Appl: DetectUpdate, Package: Microsoft-Windows-IIS-WebServer-Package~31bf3856ad364e35~amd64~~6.1.7601.17514, Local Parent: IIS-WebServerRole, Intended State: Staged","Appl: DetectUpdate, Package: <*> Local Parent: IIS-WebServerRole, Intended State: Staged",48
Windows,14330160,"Plan: Merge into existing execution package for Package: Package_113_for_KB2973337~31bf3856ad364e35~amd64~~6.1.1.0, existing TargetedState: Installed, new TargetedState: Installed","Plan: Merge into existing execution package for Package: <*> existing TargetedState: Installed, new TargetedState: Installed",49
Windows,14893677,"Plan: Package: Package_for_KB3004375_SP1~31bf3856ad364e35~amd64~~6.1.3.1, Update: 3004375-878_neutral_PACKAGE, current: Absent, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed, selected: Default","Plan: Package: <*> Update: <*> current: Absent, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed, selected: Default",50
Windows,14935479,"6.1.7600.16385, pA = PROCESSOR_ARCHITECTURE_AMD64 (9), Culture = [l:10{5}]""zh-CN"", VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral]) ref: ( flgs: 00000000 guid: {d16d444c-56d8-11d5-882d-0080c847b195} name: [l:194{97}]""Microsoft-Windows-Common-Drivers-Package~31bf3856ad364e35~amd64~zh-CN~6.1.7600.16385.INF_netb57va"" ncdata: [l:0]"""") thumbprint: [l:128{64}]""c653330a953789e5f71a5660b8b2c20ea67a394c2286b029b14c4ffdaf8ce03d""","<*> pA = <*> Culture = <*> VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral]) ref: ( flgs: <*> guid: <*> name: <*> ncdata: <*> thumbprint: <*>",51
Windows,14942603,"6.1.7600.16385, pA = PROCESSOR_ARCHITECTURE_IA32_ON_WIN64 (10), Culture = [l:10{5}]""zh-CN"", VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral file: [ml:36{18},l:34{17}]""about_do.help.txt"" srcfile: @0x181fff88","<*> pA = <*> Culture = <*> VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral file: <*> srcfile: <*>",52
Windows,15328557,"Plan: Package: Package_179_for_KB2779562~31bf3856ad364e35~amd64~~6.1.1.1, Update: 2779562-499_neutral_LDR, current: Staged, pending: Default, start: Staged, applicable: Staged, targeted: Staged, limit: Installed, selected: Default","Plan: Package: <*> Update: <*> current: Staged, pending: Default, start: Staged, applicable: Staged, targeted: Staged, limit: Installed, selected: Default",53
Windows,16178675,"6.1.7600.16385, pA = PROCESSOR_ARCHITECTURE_INTEL (0), Culture = [l:10{5}]""zh-TW"", VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral]) comp: (null) man: @0x1f68f698","<*> pA = PROCESSOR_ARCHITECTURE_INTEL <*> Culture = <*> VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral]) comp: (null) man: <*>",54
Windows,16185823,"Exec: Staging Package: Microsoft-Windows-Common-Modem-Drivers-Package~31bf3856ad364e35~amd64~zh-HK~6.1.7601.17514, Update: INF_mdmhayes",Exec: Staging Package: <*> Update: INF_mdmhayes,55
Windows,16194158,"WatchList: Add package Package_51_for_KB2992611~31bf3856ad364e35~amd64~~6.1.1.0.Trigger_1 to re-evaluation(Always) due to the change on Component Family: amd64_microsoft-windows-m..ditevtlog.resources_31bf3856ad364e35_0.0.0.0_en-us_d9fe35245a641439, Version: 6.1.7600.16385, change: (Owner: Microsoft-Windows-WindowsFoundation-LanguagePack-Package~31bf3856ad364e35~amd64~zh-HK~6.1.7601.17514.Windows Foundation Language Pack, Flag: 128, Action: 3)","WatchList: Add package <*> to re-evaluation(Always) due to the change on Component Family: <*> Version: <*> change: (Owner: <*> Foundation Language Pack, Flag: <*> Action: <*>",56
Windows,16377680,"Appl: Package: Microsoft-Windows-IIS-WebServer-Package~31bf3856ad364e35~amd64~~6.1.7601.17514, Update: IIS-WebServer, Applicable: NeedsParent, Disposition: Staged","Appl: Package: <*> Update: IIS-WebServer, Applicable: NeedsParent, Disposition: Staged",57
Windows,17457234,"Plan: Package: Package_101_for_KB2973351~31bf3856ad364e35~amd64~~6.1.1.1, current: Installed, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed","Plan: Package: <*> current: Installed, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed",58
Windows,17514010,"Exec: Installing Package: Package_73_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1, Update: 2726535-356_neutral_GDR",Exec: Installing Package: <*> Update: <*>,59
Windows,20774029,"WatchList: Add package Package_4_for_KB3045171~31bf3856ad364e35~amd64~~6.1.1.3.3045171-24_neutral_LDR to re-evaluation(install) due to the change on Component Family: amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.0.0_none_801a6ce9e8261576, Version: 1.1.7601.18834, change: (Owner: Package_4_for_KB3045171~31bf3856ad364e35~amd64~~6.1.1.3.3045171-25_neutral_GDR, Flag: 2, Action: 3)",WatchList: Add package <*> to re-evaluation(install) due to the change on Component Family: <*> Version: <*> change: (Owner: <*> Flag: <*> Action: <*>,60
Windows,24084236,"00001005 Transaction merge required, do-not-merge flag passed.","<*> Transaction merge required, do-not-merge flag passed.",61
Windows,25224301,"Plan: Skipping package since its start state and target state are both absent for package: Package_49_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, current: Absent, pending: Default, start: Absent, applicable: Absent, targeted: Absent, limit: Installed","Plan: Skipping package since its start state and target state are both absent for package: <*> current: Absent, pending: Default, start: Absent, applicable: Absent, targeted: Absent, limit: Installed",62
Windows,27603443,"Exec: Staging Package: Package_2_for_KB3070738~31bf3856ad364e35~amd64~~6.1.1.0, Update: 3070738-5_neutral_LDR",Exec: Staging Package: <*> Update: <*>,63
Windows,31409454,"6.1.7601.18946, pA = PROCESSOR_ARCHITECTURE_INTEL (0), Culture neutral, VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral","<*> pA = PROCESSOR_ARCHITECTURE_INTEL <*> Culture neutral, VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral",64
Windows,32112095,"6.1.7601.18939, pA = PROCESSOR_ARCHITECTURE_INTEL (0), Culture neutral, VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral file: [ml:84{42},l:82{41}]""api-ms-win-core-processthreads-l1-1-0.dll"" srcfile: @0xb16ab008","<*> pA = PROCESSOR_ARCHITECTURE_INTEL <*> Culture neutral, VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral file: <*> srcfile: <*>",65
Windows,34269370,"External EvaluateApplicability, package: Package_53_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0, package applicable State: Installed, highest update applicable state: Staged, resulting applicable state:Staged","External EvaluateApplicability, package: <*> package applicable State: Installed, highest update applicable state: Staged, resulting applicable state:Staged",66
Windows,60663511,"6.1.7601.23290, pA = PROCESSOR_ARCHITECTURE_AMD64 (9), Culture neutral, VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral","<*> pA = <*> Culture neutral, VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral",67
Windows,61870997,"Appl: Partial install Status testing, package: Package_for_KB2978742_SP1~31bf3856ad364e35~amd64~~6.1.1.0, partially installed (true/false), 0","Appl: Partial install Status testing, package: <*> partially installed (true/false), <*>",68
Windows,64265413,"Appl: Evaluating package applicability for package Package_5_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, applicable state: Superseded",Appl: Evaluating package applicability for package <*> applicable state: Superseded,69
Windows,64988034,Warning: Unrecognized packageExtended attribute.,Warning: Unrecognized packageExtended attribute.,70
Windows,65901885,"bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral","<*> Type neutral, TypeName neutral, PublicKey neutral",71
Windows,66481885,"Plan: Package: Package_31_for_KB3031432~31bf3856ad364e35~amd64~~6.1.1.0, Update: 3031432-66_neutral_GDR, current: Installed, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed, selected: Default","Plan: Package: <*> Update: <*> current: Installed, pending: Default, start: Installed, applicable: Installed, targeted: Installed, limit: Installed, selected: Default",72
Windows,67249653,"PROCESSOR_ARCHITECTURE_AMD64 (9), Culture neutral, VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral }","<*> Culture neutral, VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral }",73
Windows,67660514,"00000518@2016/2/14:19:24:27.984 CSI Transaction @0x35929090 initialized for deployment engine {d16d444c-56d8-11d5-882d-0080c847b195} with flags 00000002 and client id [26]""TI5.30500701_1379724407:1/""",<*> CSI Transaction <*> initialized for deployment engine <*> with flags <*> and client id <*>,74
Windows,68293320,"00000065 No more queue entries, deleted pending.xml","<*> No more queue entries, deleted pending.xml",75
Windows,81270313,"Opened cabinet package, package directory: C:\Windows\SoftwareDistribution\Download\6a35bb9a205b4c3e63926e52a832a6d5\, sandbox location: \\?\C:\Windows\SoftwareDistribution\Download\6a35bb9a205b4c3e63926e52a832a6d5\inst\, cabinet location: \\?\C:\Windows\SoftwareDistribution\Download\6a35bb9a205b4c3e63926e52a832a6d5\windows6.1-kb3146963-x64.cab, manifest location: \\?\C:\Windows\SoftwareDistribution\Download\6a35bb9a205b4c3e63926e52a832a6d5\inst\update.mum","Opened cabinet package, package directory: <*> sandbox location: <*> cabinet location: <*> manifest location: <*>",76
Windows,99409458,"1.0.7601.23545, pA = PROCESSOR_ARCHITECTURE_AMD64 (9), Culture neutral, VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:6595b64144ccf1df}, Type neutral, TypeName neutral, PublicKey neutral]) ref: ( flgs: 00000000 guid: {d16d444c-56d8-11d5-882d-0080c847b195} name: [l:160{80}]""Package_96_for_KB3197868~31bf3856ad364e35~amd64~~6.1.1.5.3197868-207_neutral_LDR"" ncdata: [l:2{1}]""4"") thumbprint: (null)","<*> pA = <*> Culture neutral, VersionScope = <*> nonSxS, PublicKeyToken = <*> Type neutral, TypeName neutral, PublicKey neutral]) ref: ( flgs: <*> guid: <*> name: <*> ncdata: <*> thumbprint: (null)",77
Windows,100306075,"000004c8 Creating NT transaction (seq 6), objectname [6]""(null)""",<*> Creating NT transaction (seq <*> objectname <*>,78
Windows,100325183,"Exec: Resolving Package: Package_173_for_KB3197869~31bf3856ad364e35~amd64~~6.1.1.5, Update: 3197869-366_neutral_LDR, PinDeployment: amd64_5e5e68f2b452411e88061ec62c1fe4c2_31bf3856ad364e35_6.1.7601.23572_none_1b8f0cfdc32167ea",Exec: Resolving Package: <*> Update: <*> PinDeployment: <*>,79
